plan_id,dataset_category,svg_path,scaled_image_path,gfa_svg_units_squared,gfa_m2,included_space_count,excluded_space_count,undefined_space_count,median_door_width_svg_units,scale_m_per_svg_unit,included_space_types
14715,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14715\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14715\F1_scaled.png,408655.4248,50.56358812,5,1,1,80.91,0.011123471,"Bedroom, Room, Undefined, UserDefined, Utility"
10179,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10179\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10179\F1_scaled.png,429107.0722,50.62451007,5,0,2,82.86,0.010861694,"Bath, Kitchen, LivingRoom, Undefined"
12617,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12617\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12617\F1_scaled.png,319318.6954,50.63628096,6,0,1,71.47,0.012592696,"Bath, Closet, Entry, Kitchen, LivingRoom, Undefined"
9247,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\9247\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\9247\F1_scaled.png,452629.0188,50.63727954,7,1,1,85.09,0.010577036,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Undefined"
3925,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\3925\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\3925\F1_scaled.png,487102.7832,50.66128506,6,1,1,88.25,0.0101983,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Undefined"
14758,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14758\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14758\F1_scaled.png,437259.6027,50.6649861,8,1,8,83.61,0.010764263,Undefined
11013,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11013\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11013\F1_scaled.png,488031.9731,50.70512723,6,2,0,88.29593479,0.010192995,"Bath, Bedroom, DraughtLobby, Entry, Kitchen, LivingRoom"
9689,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9689\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9689\F1_scaled.png,424832.6132,50.70599305,6,1,1,82.38,0.010924982,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Undefined"
12093,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12093\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12093\F1_scaled.png,400120.6152,50.72900228,7,0,1,79.93,0.011259852,"Bath, Bedroom, DraughtLobby, Entry, Kitchen, LivingRoom, Undefined"
3898,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\3898\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\3898\F1_scaled.png,406393.7881,50.77203226,5,1,2,80.52,0.011177347,"Bedroom, Kitchen, LivingRoom, Undefined"
20168,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\20168\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\20168\F1_scaled.png,473714.3664,50.83489727,5,1,1,86.88,0.010359116,"Bath, Bedroom, DraughtLobby, Entry, Undefined"
12748,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12748\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12748\F1_scaled.png,392463.3568,50.84645219,7,2,2,79.07,0.011382319,"Bedroom, DraughtLobby, Entry, Kitchen, Undefined, UserDefined"
10539,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10539\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10539\F1_scaled.png,420669.3731,50.89873195,5,1,0,81.82,0.010999756,"Bedroom, Entry, Kitchen, LivingRoom, UserDefined"
14424,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\14424\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\14424\F1_scaled.png,332742.9221,50.99469791,6,1,2,72.7,0.012379642,"Bath, Closet, Kitchen, LivingRoom, Undefined"
9483,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9483\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9483\F1_scaled.png,318905.2475,51.01462461,9,1,1,71.15837053,0.012647844,"Alcove, Bath, Closet, DraughtLobby, Entry, Kitchen, RecreationRoom, Storage, Undefined"
10478,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10478\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10478\F1_scaled.png,380973.8178,51.06120697,6,1,2,77.74,0.011577052,"Bath, Entry, Kitchen, LivingRoom, Undefined"
8369,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\8369\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\8369\F1_scaled.png,448876.6808,51.07824478,5,0,1,84.37,0.010667299,"Bath, Kitchen, LivingRoom, Room, Undefined"
12586,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12586\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12586\F1_scaled.png,546156.5834,51.12690716,5,1,0,93.02,0.009675339,"Bath, Bedroom, Entry, Kitchen, LivingRoom"
8323,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8323\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8323\F1_scaled.png,431848.6038,51.1503337,7,1,0,82.69591059,0.010883247,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Storage"
10711,colorful,D:\Data\Raw\CubiCasa_Raw\colorful\10711\model.svg,D:\Data\Raw\CubiCasa_Raw\colorful\10711\F1_scaled.png,426104.0341,51.16160281,6,1,1,82.135,0.01095757,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Undefined"
13249,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13249\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13249\F1_scaled.png,334191.7548,51.20265257,6,1,2,72.71,0.01237794,"Alcove, Bath, Kitchen, LivingRoom, Undefined"
10576,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10576\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10576\F1_scaled.png,263101.82,51.21000137,6,1,4,64.51,0.013951325,"Bath, Closet, Undefined"
7063,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7063\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7063\F1_scaled.png,498252.0297,51.21552815,6,1,1,88.77,0.01013856,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Undefined"
7095,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7095\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7095\F1_scaled.png,448381.0296,51.25242349,8,1,2,84.18,0.010691376,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Undefined"
1525,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1525\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1525\F1_scaled.png,297680.9551,51.28233252,4,1,0,68.57,0.013125273,"Bath, Closet, Kitchen, Room"
9591,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9591\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9591\F1_scaled.png,445589.5831,51.34728783,7,1,1,83.84,0.010734733,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Undefined"
7553,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7553\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\7553\F1_scaled.png,419448.4812,51.36438593,6,1,0,81.33,0.011066027,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom"
10662,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10662\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10662\F1_scaled.png,503227.2743,51.39061424,8,1,3,89.06,0.010105547,"Bedroom, Closet, Entry, Kitchen, LivingRoom, Undefined"
13708,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\13708\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\13708\F1_scaled.png,363076.6678,51.44283373,6,1,1,75.61,0.011903187,"Alcove, Bath, Entry, Kitchen, LivingRoom, Undefined"
10580,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10580\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10580\F1_scaled.png,413376.1694,51.44412687,7,1,3,80.67655174,0.011155658,"Bath, Bedroom, Entry, LivingRoom, Undefined"
9219,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9219\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9219\F1_scaled.png,447653.6862,51.52367061,7,1,1,83.89,0.010728335,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Undefined"
4586,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\4586\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\4586\F1_scaled.png,388658.3643,51.53282324,4,1,0,78.16,0.011514841,"Bath, Entry, Kitchen, Room"
11010,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11010\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11010\F1_scaled.png,647604.9214,51.54481821,5,1,0,100.88,0.008921491,"Kitchen, Room, UserDefined"
14120,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14120\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14120\F1_scaled.png,386569.6066,51.54563822,5,1,1,77.94,0.011547344,"Bedroom, Entry, LivingRoom, Undefined, UserDefined"
20001,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\20001\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\20001\F1_scaled.png,435633.4574,51.59348336,5,1,1,82.70003582,0.010882704,"Bath, Bedroom, Kitchen, LivingRoom, Undefined"
9678,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9678\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9678\F1_scaled.png,419687.8843,51.59651382,6,1,2,81.17,0.01108784,"Bath, Kitchen, Room, Undefined"
9134,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\9134\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\9134\F1_scaled.png,313640.2533,51.63988801,5,2,5,70.14,0.01283148,Undefined
13372,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\13372\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\13372\F1_scaled.png,310886.4399,51.6863606,6,1,2,69.8,0.012893983,"Bath, Closet, Kitchen, Room, Undefined"
12192,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12192\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12192\F1_scaled.png,423433.5007,51.71240117,6,2,3,81.44,0.011051081,"Bedroom, Kitchen, LivingRoom, Undefined"
8822,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\8822\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\8822\F1_scaled.png,442954.5922,51.73241994,6,1,1,83.28,0.010806916,"Bedroom, Closet, Entry, Kitchen, LivingRoom, Undefined"
10350,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10350\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10350\F1_scaled.png,573480.6189,51.76410262,7,1,4,94.73,0.009500686,"Kitchen, Room, Undefined"
8154,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8154\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8154\F1_scaled.png,441009.3705,51.76597703,8,0,2,83.07,0.010834236,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Undefined, UserDefined"
6735,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6735\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6735\F1_scaled.png,532969.8249,51.8467925,6,1,1,91.25,0.009863014,"Bath, Bedroom, Closet, Entry, Kitchen, Undefined"
11384,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\11384\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\11384\F1_scaled.png,292562.8603,51.85740976,4,1,0,67.6,0.013313609,"Bath, Entry, Kitchen, LivingRoom"
11108,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11108\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11108\F1_scaled.png,418255.1803,51.97597541,7,1,1,80.735,0.011147582,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Undefined"
14409,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14409\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14409\F1_scaled.png,448085.1737,51.98149076,6,1,2,83.56,0.010770704,"Bath, Bedroom, Kitchen, LivingRoom, Undefined"
8321,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8321\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\8321\F1_scaled.png,411820.5302,51.98448702,7,2,0,80.105,0.011235254,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Storage"
10019,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10019\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10019\F1_scaled.png,412205.891,51.98769195,4,1,0,80.14,0.011230347,"Bath, Bedroom, Entry, Kitchen"
10280,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10280\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10280\F1_scaled.png,438040.1137,51.99165685,6,1,1,82.61,0.010894565,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Undefined"
13261,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\13261\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\13261\F1_scaled.png,301831.6693,51.99738769,5,1,1,68.57,0.013125273,"Bath, Kitchen, LivingRoom, Room, Undefined"
10614,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10614\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10614\F1_scaled.png,526007.1796,51.99811501,5,1,0,90.52,0.009942554,"Bedroom, Entry, Kitchen, LivingRoom, UserDefined"
1193,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1193\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\1193\F1_scaled.png,487286.7686,52.00365931,7,0,1,87.12,0.010330579,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Undefined"
4748,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\4748\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\4748\F1_scaled.png,485635.7692,52.06025453,3,2,1,86.925,0.010353753,"Room, Sauna, Undefined"
4635,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\4635\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\4635\F1_scaled.png,399757.8134,52.0941251,9,2,1,78.84,0.011415525,"Bath, Bedroom, Closet, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined"
10540,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10540\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10540\F1_scaled.png,423588.1434,52.09526482,5,1,0,81.155,0.01108989,"Bedroom, Entry, Kitchen, LivingRoom, UserDefined"
13648,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13648\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13648\F1_scaled.png,412350.0208,52.09684015,6,0,0,80.07,0.011240165,"Bath, Entry, Kitchen, UserDefined"
6369,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6369\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6369\F1_scaled.png,525633.2377,52.14532683,7,1,2,90.36,0.009960159,"Bath, Entry, Kitchen, LivingRoom, Room, Undefined"
13201,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\13201\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\13201\F1_scaled.png,293569.747,52.15926347,5,1,0,67.52,0.013329384,"Bath, Closet, Entry, Kitchen, LivingRoom"
11479,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11479\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11479\F1_scaled.png,491805.4296,52.20985888,7,2,1,87.35,0.010303377,"Bedroom, Entry, Kitchen, LivingRoom, Storage, Undefined, UserDefined"
14757,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14757\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14757\F1_scaled.png,442918.346,52.22869848,9,1,9,82.88,0.010859073,Undefined
13315,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13315\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13315\F1_scaled.png,401503.1233,52.24201752,8,1,4,78.9,0.011406844,"Bath, Bedroom, Kitchen, LivingRoom, Undefined"
3032,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\3032\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\3032\F1_scaled.png,417356.6818,52.24542494,7,2,1,80.44,0.011188463,"Bath, Bedroom, DraughtLobby, Entry, Kitchen, LivingRoom, Undefined"
9424,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9424\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9424\F1_scaled.png,424085.7032,52.30458805,8,1,7,81.04,0.011105627,"DraughtLobby, Undefined"
333,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\333\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\333\F1_scaled.png,364948.7591,52.32895572,8,2,1,75.16011243,0.011974437,"Alcove, Bath, DraughtLobby, Entry, Kitchen, LivingRoom, Storage, Undefined"
20028,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\20028\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\20028\F1_scaled.png,428094.9348,52.35880635,5,1,1,81.38,0.011059228,"Bath, Bedroom, Entry, Kitchen, Undefined"
651,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\651\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\651\F1_scaled.png,421057.206,52.36957552,5,1,0,80.7,0.011152416,"Bath, Bedroom, Entry, Kitchen, LivingRoom"
12579,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12579\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12579\F1_scaled.png,576974.5135,52.45533638,5,1,0,94.39,0.009534908,"Bath, Bedroom, Entry, Kitchen, LivingRoom"
10135,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\10135\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\10135\F1_scaled.png,466306.3068,52.47530706,5,1,1,84.84,0.010608204,"Bath, Entry, Kitchen, LivingRoom, Undefined"
9602,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9602\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\9602\F1_scaled.png,461516.8429,52.5165848,6,1,6,84.37,0.010667299,Undefined
12956,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12956\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12956\F1_scaled.png,426401.1467,52.5382863,6,1,1,81.08,0.011100148,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Undefined"
11638,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11638\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11638\F1_scaled.png,559525.3744,52.5477245,7,1,1,92.87,0.009690966,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom, Undefined"
8150,colorful,D:\Data\Raw\CubiCasa_Raw\colorful\8150\model.svg,D:\Data\Raw\CubiCasa_Raw\colorful\8150\F1_scaled.png,485510.7954,52.55955685,4,0,1,86.5,0.010404624,"Kitchen, Room, Undefined"
948,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\948\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\948\F1_scaled.png,446113.7739,52.58012209,5,0,1,82.9,0.010856454,"Bath, Bedroom, Kitchen, LivingRoom, Undefined"
13052,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13052\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13052\F1_scaled.png,435979.3954,52.64815788,5,1,0,81.9,0.010989011,"Bath, Bedroom, Entry, Kitchen, LivingRoom"
14750,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14750\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14750\F1_scaled.png,467312.4258,52.67541691,7,1,5,84.77,0.010616964,"Kitchen, Room, Undefined"
10787,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10787\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\10787\F1_scaled.png,372253.7734,52.72915134,6,0,2,75.62,0.011901613,"Alcove, Closet, Kitchen, Room, Undefined"
6297,colorful,D:\Data\Raw\CubiCasa_Raw\colorful\6297\model.svg,D:\Data\Raw\CubiCasa_Raw\colorful\6297\F1_scaled.png,457915.4406,52.73619653,6,2,0,83.865,0.010731533,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Storage"
11001,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11001\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11001\F1_scaled.png,422948.5848,52.77471148,7,2,0,80.57,0.011170411,"Bath, Bedroom, Dining, DraughtLobby, Entry, Kitchen, LivingRoom"
6352,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6352\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6352\F1_scaled.png,422962.5518,52.83044549,5,1,0,80.52881933,0.011176123,"Bath, Bedroom, Entry, Kitchen, LivingRoom"
14793,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14793\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\14793\F1_scaled.png,538891.7428,52.83896975,6,1,1,90.89,0.009902079,"Bedroom, Entry, Kitchen, LivingRoom, Undefined, UserDefined"
6450,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6450\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6450\F1_scaled.png,405782.1679,52.85236571,6,1,1,78.86,0.01141263,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Undefined"
13580,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13580\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13580\F1_scaled.png,464654.1454,52.88611838,6,1,0,84.36,0.010668563,"Bath, Bedroom, Closet, Entry, Kitchen, LivingRoom"
130,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\130\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\130\F1_scaled.png,450221.1039,52.92368059,6,1,1,83.01,0.010842067,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Undefined"
13312,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13312\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\13312\F1_scaled.png,310672.2643,52.93975777,6,1,3,68.945,0.013053884,"Bath, Kitchen, LivingRoom, Undefined"
13474,high_quality,D:\Data\Raw\CubiCasa_Raw\high_quality\13474\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality\13474\F1_scaled.png,527011.1449,52.94791649,6,1,2,89.79,0.010023388,"Bedroom, Entry, Kitchen, LivingRoom, Undefined"
4831,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\4831\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\4831\F1_scaled.png,518675.5218,53.07543842,9,2,4,88.97,0.010115769,"DressingRoom, Entry, Kitchen, LivingRoom, Undefined, UserDefined"
11096,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11096\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11096\F1_scaled.png,294099.0082,53.07546355,5,0,0,66.995,0.013433838,"Bath, Closet, Entry, Kitchen, LivingRoom"
11011,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11011\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11011\F1_scaled.png,612339.7553,53.07549314,4,1,1,96.67,0.009310024,"Room, Undefined, UserDefined"
6642,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6642\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\6642\F1_scaled.png,468356.2707,53.13099391,8,2,2,84.5,0.010650888,"Alcove, Bath, DraughtLobby, Kitchen, LivingRoom, Storage, Undefined"
11639,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11639\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11639\F1_scaled.png,522169.6456,53.15183296,6,1,1,89.205,0.010089121,"Bath, Entry, Kitchen, Room, Undefined"
11098,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11098\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\11098\F1_scaled.png,421980.7638,53.15415834,6,1,1,80.19,0.011223345,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Undefined"
12677,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12677\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\12677\F1_scaled.png,337964.9812,53.19048823,5,0,0,71.74,0.012545302,"Bath, Bedroom, Entry, Kitchen, LivingRoom"
8238,colorful,D:\Data\Raw\CubiCasa_Raw\colorful\8238\model.svg,D:\Data\Raw\CubiCasa_Raw\colorful\8238\F1_scaled.png,857404.814,53.19643112,7,1,2,114.26,0.007876772,"Bath, Kitchen, LivingRoom, Room, Undefined"
410,high_quality_architectural,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\410\model.svg,D:\Data\Raw\CubiCasa_Raw\high_quality_architectural\410\F1_scaled.png,540156.6655,53.21445639,7,1,1,90.675,0.009925558,"Bath, Bedroom, Entry, Kitchen, LivingRoom, Undefined, UserDefined"
